Month,Region_x,Channel,Marketing Spend (€),Competitor Sales Jacquet (€),Competitor Sales La Boulangère (€),Region_y,Sales Channel,Product Type,Units Sold,Revenue (€),ROI
2023-06-01,Paris,Membership,17500,70000,60000,Paris,Retail,Multigrain,3500,14000,-0.2
2023-06-01,Paris,Membership,17500,70000,60000,South France,Online,White,1350,6750,-0.6142857142857143
2023-06-01,Paris,Membership,17500,70000,60000,South France,Online,Brown,1150,5750,-0.6714285714285714
2023-06-01,Paris,Membership,17500,70000,60000,South France,Online,Multigrain,950,4750,-0.7285714285714285
2023-06-01,Paris,Membership,17500,70000,60000,South France,Membership,White,1650,8250,-0.5285714285714286
2023-06-01,Paris,Membership,17500,70000,60000,South France,Membership,Brown,1450,7250,-0.5857142857142857
2023-06-01,Paris,Membership,17500,70000,60000,South France,Membership,Multigrain,1250,6250,-0.6428571428571429
2023-06-01,Paris,Membership,17500,70000,60000,South France,Retail,White,3000,12000,-0.3142857142857143
2023-06-01,Paris,Membership,17500,70000,60000,South France,Retail,Brown,2600,10400,-0.4057142857142857
2023-06-01,Paris,Membership,17500,70000,60000,South France,Retail,Multigrain,2100,8400,-0.52
2023-06-01,Paris,Retail,22500,95000,80000,Paris,Online,White,2050,10250,-0.5444444444444444
2023-06-01,Paris,Retail,22500,95000,80000,Paris,Online,Brown,1750,8750,-0.6111111111111112
2023-06-01,Paris,Retail,22500,95000,80000,Paris,Online,Multigrain,1450,7250,-0.6777777777777778
2023-06-01,Paris,Retail,22500,95000,80000,Paris,Membership,White,2450,12250,-0.45555555555555555
2023-06-01,Paris,Retail,22500,95000,80000,Paris,Membership,Brown,2150,10750,-0.5222222222222223
2023-06-01,Paris,Retail,22500,95000,80000,Paris,Membership,Multigrain,1850,9250,-0.5888888888888889
2023-06-01,Paris,Retail,22500,95000,80000,Paris,Retail,White,5000,20000,-0.1111111111111111
2023-06-01,Paris,Retail,22500,95000,80000,Paris,Retail,Brown,4300,17200,-0.23555555555555555
2023-06-01,Paris,Retail,22500,95000,80000,Paris,Retail,Multigrain,3500,14000,-0.37777777777777777
2023-06-01,Paris,Retail,22500,95000,80000,South France,Online,White,1350,6750,-0.7
2023-06-01,Paris,Retail,22500,95000,80000,South France,Online,Brown,1150,5750,-0.7444444444444445
2023-06-01,Paris,Retail,22500,95000,80000,South France,Online,Multigrain,950,4750,-0.7888888888888889
2023-06-01,Paris,Retail,22500,95000,80000,South France,Membership,White,1650,8250,-0.6333333333333333
2023-06-01,Paris,Retail,22500,95000,80000,South France,Membership,Brown,1450,7250,-0.6777777777777778
2023-06-01,Paris,Retail,22500,95000,80000,South France,Membership,Multigrain,1250,6250,-0.7222222222222222
2023-06-01,Paris,Retail,22500,95000,80000,South France,Retail,White,3000,12000,-0.4666666666666667
2023-06-01,Paris,Retail,22500,95000,80000,South France,Retail,Brown,2600,10400,-0.5377777777777778
2023-06-01,Paris,Retail,22500,95000,80000,South France,Retail,Multigrain,2100,8400,-0.6266666666666667
2023-06-01,South France,Online,9000,40000,35000,Paris,Online,White,2050,10250,0.1388888888888889
2023-06-01,South France,Online,9000,40000,35000,Paris,Online,Brown,1750,8750,-0.027777777777777776
2023-06-01,South France,Online,9000,40000,35000,Paris,Online,Multigrain,1450,7250,-0.19444444444444445
2023-06-01,South France,Online,9000,40000,35000,Paris,Membership,White,2450,12250,0.3611111111111111
2023-06-01,South France,Online,9000,40000,35000,Paris,Membership,Brown,2150,10750,0.19444444444444445
2023-06-01,South France,Online,9000,40000,35000,Paris,Membership,Multigrain,1850,9250,0.027777777777777776
2023-06-01,South France,Online,9000,40000,35000,Paris,Retail,White,5000,20000,1.2222222222222223
2023-06-01,South France,Online,9000,40000,35000,Paris,Retail,Brown,4300,17200,0.9111111111111111
2023-06-01,South France,Online,9000,40000,35000,Paris,Retail,Multigrain,3500,14000,0.5555555555555556
2023-06-01,South France,Online,9000,40000,35000,South France,Online,White,1350,6750,-0.25
2023-06-01,South France,Online,9000,40000,35000,South France,Online,Brown,1150,5750,-0.3611111111111111
2023-06-01,South France,Online,9000,40000,35000,South France,Online,Multigrain,950,4750,-0.4722222222222222
2023-06-01,South France,Online,9000,40000,35000,South France,Membership,White,1650,8250,-0.08333333333333333
2023-06-01,South France,Online,9000,40000,35000,South France,Membership,Brown,1450,7250,-0.19444444444444445
2023-06-01,South France,Online,9000,40000,35000,South France,Membership,Multigrain,1250,6250,-0.3055555555555556
2023-06-01,South France,Online,9000,40000,35000,South France,Retail,White,3000,12000,0.3333333333333333
2023-06-01,South France,Online,9000,40000,35000,South France,Retail,Brown,2600,10400,0.15555555555555556
2023-06-01,South France,Online,9000,40000,35000,South France,Retail,Multigrain,2100,8400,-0.06666666666666667
2023-06-01,South France,Membership,11000,45000,40000,Paris,Online,White,2050,10250,-0.06818181818181818
2023-06-01,South France,Membership,11000,45000,40000,Paris,Online,Brown,1750,8750,-0.20454545454545456
2023-06-01,South France,Membership,11000,45000,40000,Paris,Online,Multigrain,1450,7250,-0.3409090909090909
2023-06-01,South France,Membership,11000,45000,40000,Paris,Membership,White,2450,12250,0.11363636363636363
2023-06-01,South France,Membership,11000,45000,40000,Paris,Membership,Brown,2150,10750,-0.022727272727272728
2023-06-01,South France,Membership,11000,45000,40000,Paris,Membership,Multigrain,1850,9250,-0.1590909090909091
2023-06-01,South France,Membership,11000,45000,40000,Paris,Retail,White,5000,20000,0.8181818181818182
2023-06-01,South France,Membership,11000,45000,40000,Paris,Retail,Brown,4300,17200,0.5636363636363636
2023-06-01,South France,Membership,11000,45000,40000,Paris,Retail,Multigrain,3500,14000,0.2727272727272727
2023-06-01,South France,Membership,11000,45000,40000,South France,Online,White,1350,6750,-0.38636363636363635
2023-06-01,South France,Membership,11000,45000,40000,South France,Online,Brown,1150,5750,-0.4772727272727273
2023-06-01,South France,Membership,11000,45000,40000,South France,Online,Multigrain,950,4750,-0.5681818181818182
2023-06-01,South France,Membership,11000,45000,40000,South France,Membership,White,1650,8250,-0.25
2023-06-01,South France,Membership,11000,45000,40000,South France,Membership,Brown,1450,7250,-0.3409090909090909
2023-06-01,South France,Membership,11000,45000,40000,South France,Membership,Multigrain,1250,6250,-0.4318181818181818
2023-06-01,South France,Membership,11000,45000,40000,South France,Retail,White,3000,12000,0.09090909090909091
2023-06-01,South France,Membership,11000,45000,40000,South France,Retail,Brown,2600,10400,-0.05454545454545454
2023-06-01,South France,Membership,11000,45000,40000,South France,Retail,Multigrain,2100,8400,-0.23636363636363636
2023-06-01,South France,Retail,15000,65000,55000,Paris,Online,White,2050,10250,-0.31666666666666665
2023-06-01,South France,Retail,15000,65000,55000,Paris,Online,Brown,1750,8750,-0.4166666666666667
2023-06-01,South France,Retail,15000,65000,55000,Paris,Online,Multigrain,1450,7250,-0.5166666666666667
2023-06-01,South France,Retail,15000,65000,55000,Paris,Membership,White,2450,12250,-0.18333333333333332
2023-06-01,South France,Retail,15000,65000,55000,Paris,Membership,Brown,2150,10750,-0.2833333333333333
2023-06-01,South France,Retail,15000,65000,55000,Paris,Membership,Multigrain,1850,9250,-0.38333333333333336
2023-06-01,South France,Retail,15000,65000,55000,Paris,Retail,White,5000,20000,0.3333333333333333
2023-06-01,South France,Retail,15000,65000,55000,Paris,Retail,Brown,4300,17200,0.14666666666666667
2023-06-01,South France,Retail,15000,65000,55000,Paris,Retail,Multigrain,3500,14000,-0.06666666666666667
2023-06-01,South France,Retail,15000,65000,55000,South France,Online,White,1350,6750,-0.55
2023-06-01,South France,Retail,15000,65000,55000,South France,Online,Brown,1150,5750,-0.6166666666666667
2023-06-01,South France,Retail,15000,65000,55000,South France,Online,Multigrain,950,4750,-0.6833333333333333
2023-06-01,South France,Retail,15000,65000,55000,South France,Membership,White,1650,8250,-0.45
2023-06-01,South France,Retail,15000,65000,55000,South France,Membership,Brown,1450,7250,-0.5166666666666667
2023-06-01,South France,Retail,15000,65000,55000,South France,Membership,Multigrain,1250,6250,-0.5833333333333334
2023-06-01,South France,Retail,15000,65000,55000,South France,Retail,White,3000,12000,-0.2
2023-06-01,South France,Retail,15000,65000,55000,South France,Retail,Brown,2600,10400,-0.30666666666666664
2023-06-01,South France,Retail,15000,65000,55000,South France,Retail,Multigrain,2100,8400,-0.44
2023-07-01,Paris,Online,15000,67000,57000,Paris,Online,White,2100,10500,-0.3
2023-07-01,Paris,Online,15000,67000,57000,Paris,Online,Brown,1800,9000,-0.4
2023-07-01,Paris,Online,15000,67000,57000,Paris,Online,Multigrain,1500,7500,-0.5
2023-07-01,Paris,Online,15000,67000,57000,Paris,Membership,White,2500,12500,-0.16666666666666666
2023-07-01,Paris,Online,15000,67000,57000,Paris,Membership,Brown,2200,11000,-0.26666666666666666
2023-07-01,Paris,Online,15000,67000,57000,Paris,Membership,Multigrain,1900,9500,-0.36666666666666664
2023-07-01,Paris,Online,15000,67000,57000,Paris,Retail,White,5100,20400,0.36
2023-07-01,Paris,Online,15000,67000,57000,Paris,Retail,Brown,4400,17600,0.17333333333333334
2023-07-01,Paris,Online,15000,67000,57000,Paris,Retail,Multigrain,3600,14400,-0.04
2023-07-01,Paris,Online,15000,67000,57000,South France,Online,White,1400,7000,-0.5333333333333333
2023-07-01,Paris,Online,15000,67000,57000,South France,Online,Brown,1200,6000,-0.6
2023-07-01,Paris,Online,15000,67000,57000,South France,Online,Multigrain,1000,5000,-0.6666666666666666
2023-07-01,Paris,Online,15000,67000,57000,South France,Membership,White,1700,8500,-0.43333333333333335
2023-07-01,Paris,Online,15000,67000,57000,South France,Membership,Brown,1500,7500,-0.5
2023-07-01,Paris,Online,15000,67000,57000,South France,Membership,Multigrain,1300,6500,-0.5666666666666667
2023-07-01,Paris,Online,15000,67000,57000,South France,Retail,White,3100,12400,-0.17333333333333334
2023-07-01,Paris,Online,15000,67000,57000,South France,Retail,Brown,2700,10800,-0.28
2023-07-01,Paris,Online,15000,67000,57000,South France,Retail,Multigrain,2200,8800,-0.41333333333333333
2023-07-01,Paris,Membership,18000,72000,62000,Paris,Online,White,2100,10500,-0.4166666666666667
2023-07-01,Paris,Membership,18000,72000,62000,Paris,Online,Brown,1800,9000,-0.5
2023-07-01,Paris,Membership,18000,72000,62000,Paris,Online,Multigrain,1500,7500,-0.5833333333333334
2023-07-01,Paris,Membership,18000,72000,62000,Paris,Membership,White,2500,12500,-0.3055555555555556
2023-07-01,Paris,Membership,18000,72000,62000,Paris,Membership,Brown,2200,11000,-0.3888888888888889
2023-07-01,Paris,Membership,18000,72000,62000,Paris,Membership,Multigrain,1900,9500,-0.4722222222222222
2023-07-01,Paris,Membership,18000,72000,62000,Paris,Retail,White,5100,20400,0.13333333333333333
2023-07-01,Paris,Membership,18000,72000,62000,Paris,Retail,Brown,4400,17600,-0.022222222222222223
2023-07-01,Paris,Membership,18000,72000,62000,Paris,Retail,Multigrain,3600,14400,-0.2
2023-07-01,Paris,Membership,18000,72000,62000,South France,Online,White,1400,7000,-0.6111111111111112
2023-07-01,Paris,Membership,18000,72000,62000,South France,Online,Brown,1200,6000,-0.6666666666666666
2023-07-01,Paris,Membership,18000,72000,62000,South France,Online,Multigrain,1000,5000,-0.7222222222222222
2023-07-01,Paris,Membership,18000,72000,62000,South France,Membership,White,1700,8500,-0.5277777777777778
2023-07-01,Paris,Membership,18000,72000,62000,South France,Membership,Brown,1500,7500,-0.5833333333333334
2023-07-01,Paris,Membership,18000,72000,62000,South France,Membership,Multigrain,1300,6500,-0.6388888888888888
2023-07-01,Paris,Membership,18000,72000,62000,South France,Retail,White,3100,12400,-0.3111111111111111
2023-07-01,Paris,Membership,18000,72000,62000,South France,Retail,Brown,2700,10800,-0.4
2023-07-01,Paris,Membership,18000,72000,62000,South France,Retail,Multigrain,2200,8800,-0.5111111111111111
2023-07-01,Paris,Retail,23000,97000,82000,Paris,Online,White,2100,10500,-0.5434782608695652
2023-07-01,Paris,Retail,23000,97000,82000,Paris,Online,Brown,1800,9000,-0.6086956521739131
2023-07-01,Paris,Retail,23000,97000,82000,Paris,Online,Multigrain,1500,7500,-0.6739130434782609
2023-07-01,Paris,Retail,23000,97000,82000,Paris,Membership,White,2500,12500,-0.45652173913043476
2023-07-01,Paris,Retail,23000,97000,82000,Paris,Membership,Brown,2200,11000,-0.5217391304347826
2023-07-01,Paris,Retail,23000,97000,82000,Paris,Membership,Multigrain,1900,9500,-0.5869565217391305
2023-07-01,Paris,Retail,23000,97000,82000,Paris,Retail,White,5100,20400,-0.11304347826086956
2023-07-01,Paris,Retail,23000,97000,82000,Paris,Retail,Brown,4400,17600,-0.23478260869565218
2023-07-01,Paris,Retail,23000,97000,82000,Paris,Retail,Multigrain,3600,14400,-0.3739130434782609
2023-07-01,Paris,Retail,23000,97000,82000,South France,Online,White,1400,7000,-0.6956521739130435
2023-07-01,Paris,Retail,23000,97000,82000,South France,Online,Brown,1200,6000,-0.7391304347826086
2023-07-01,Paris,Retail,23000,97000,82000,South France,Online,Multigrain,1000,5000,-0.782608695652174
2023-07-01,Paris,Retail,23000,97000,82000,South France,Membership,White,1700,8500,-0.6304347826086957
2023-07-01,Paris,Retail,23000,97000,82000,South France,Membership,Brown,1500,7500,-0.6739130434782609
2023-07-01,Paris,Retail,23000,97000,82000,South France,Membership,Multigrain,1300,6500,-0.717391304347826
2023-07-01,Paris,Retail,23000,97000,82000,South France,Retail,White,3100,12400,-0.4608695652173913
2023-07-01,Paris,Retail,23000,97000,82000,South France,Retail,Brown,2700,10800,-0.5304347826086957
2023-07-01,Paris,Retail,23000,97000,82000,South France,Retail,Multigrain,2200,8800,-0.6173913043478261
2023-07-01,South France,Online,9200,41000,36000,Paris,Online,White,2100,10500,0.14130434782608695
2023-07-01,South France,Online,9200,41000,36000,Paris,Online,Brown,1800,9000,-0.021739130434782608
2023-07-01,South France,Online,9200,41000,36000,Paris,Online,Multigrain,1500,7500,-0.18478260869565216
2023-07-01,South France,Online,9200,41000,36000,Paris,Membership,White,2500,12500,0.358695652173913
2023-07-01,South France,Online,9200,41000,36000,Paris,Membership,Brown,2200,11000,0.1956521739130435
2023-07-01,South France,Online,9200,41000,36000,Paris,Membership,Multigrain,1900,9500,0.03260869565217391
2023-07-01,South France,Online,9200,41000,36000,Paris,Retail,White,5100,20400,1.2173913043478262
2023-07-01,South France,Online,9200,41000,36000,Paris,Retail,Brown,4400,17600,0.9130434782608695
2023-07-01,South France,Online,9200,41000,36000,Paris,Retail,Multigrain,3600,14400,0.5652173913043478
2023-07-01,South France,Online,9200,41000,36000,South France,Online,White,1400,7000,-0.2391304347826087
2023-07-01,South France,Online,9200,41000,36000,South France,Online,Brown,1200,6000,-0.34782608695652173
2023-07-01,South France,Online,9200,41000,36000,South France,Online,Multigrain,1000,5000,-0.45652173913043476
2023-07-01,South France,Online,9200,41000,36000,South France,Membership,White,1700,8500,-0.07608695652173914
2023-07-01,South France,Online,9200,41000,36000,South France,Membership,Brown,1500,7500,-0.18478260869565216
2023-07-01,South France,Online,9200,41000,36000,South France,Membership,Multigrain,1300,6500,-0.29347826086956524
2023-07-01,South France,Online,9200,41000,36000,South France,Retail,White,3100,12400,0.34782608695652173
2023-07-01,South France,Online,9200,41000,36000,South France,Retail,Brown,2700,10800,0.17391304347826086
2023-07-01,South France,Online,9200,41000,36000,South France,Retail,Multigrain,2200,8800,-0.043478260869565216
2023-07-01,South France,Membership,11200,46000,41000,Paris,Online,White,2100,10500,-0.0625
2023-07-01,South France,Membership,11200,46000,41000,Paris,Online,Brown,1800,9000,-0.19642857142857142
2023-07-01,South France,Membership,11200,46000,41000,Paris,Online,Multigrain,1500,7500,-0.33035714285714285
2023-07-01,South France,Membership,11200,46000,41000,Paris,Membership,White,2500,12500,0.11607142857142858
2023-07-01,South France,Membership,11200,46000,41000,Paris,Membership,Brown,2200,11000,-0.017857142857142856
2023-07-01,South France,Membership,11200,46000,41000,Paris,Membership,Multigrain,1900,9500,-0.15178571428571427
2023-07-01,South France,Membership,11200,46000,41000,Paris,Retail,White,5100,20400,0.8214285714285714
2023-07-01,South France,Membership,11200,46000,41000,Paris,Retail,Brown,4400,17600,0.5714285714285714
2023-07-01,South France,Membership,11200,46000,41000,Paris,Retail,Multigrain,3600,14400,0.2857142857142857
2023-07-01,South France,Membership,11200,46000,41000,South France,Online,White,1400,7000,-0.375
2023-07-01,South France,Membership,11200,46000,41000,South France,Online,Brown,1200,6000,-0.4642857142857143
2023-07-01,South France,Membership,11200,46000,41000,South France,Online,Multigrain,1000,5000,-0.5535714285714286
2023-07-01,South France,Membership,11200,46000,41000,South France,Membership,White,1700,8500,-0.24107142857142858
2023-07-01,South France,Membership,11200,46000,41000,South France,Membership,Brown,1500,7500,-0.33035714285714285
2023-07-01,South France,Membership,11200,46000,41000,South France,Membership,Multigrain,1300,6500,-0.41964285714285715
2023-07-01,South France,Membership,11200,46000,41000,South France,Retail,White,3100,12400,0.10714285714285714
2023-07-01,South France,Membership,11200,46000,41000,South France,Retail,Brown,2700,10800,-0.03571428571428571
2023-07-01,South France,Membership,11200,46000,41000,South France,Retail,Multigrain,2200,8800,-0.21428571428571427
2023-07-01,South France,Retail,15200,66000,56000,Paris,Online,White,2100,10500,-0.3092105263157895
2023-07-01,South France,Retail,15200,66000,56000,Paris,Online,Brown,1800,9000,-0.40789473684210525
2023-07-01,South France,Retail,15200,66000,56000,Paris,Online,Multigrain,1500,7500,-0.506578947368421
2023-07-01,South France,Retail,15200,66000,56000,Paris,Membership,White,2500,12500,-0.17763157894736842
2023-07-01,South France,Retail,15200,66000,56000,Paris,Membership,Brown,2200,11000,-0.27631578947368424
2023-07-01,South France,Retail,15200,66000,56000,Paris,Membership,Multigrain,1900,9500,-0.375
2023-07-01,South France,Retail,15200,66000,56000,Paris,Retail,White,5100,20400,0.34210526315789475
2023-07-01,South France,Retail,15200,66000,56000,Paris,Retail,Brown,4400,17600,0.15789473684210525
2023-07-01,South France,Retail,15200,66000,56000,Paris,Retail,Multigrain,3600,14400,-0.05263157894736842
2023-07-01,South France,Retail,15200,66000,56000,South France,Online,White,1400,7000,-0.5394736842105263
2023-07-01,South France,Retail,15200,66000,56000,South France,Online,Brown,1200,6000,-0.6052631578947368
2023-07-01,South France,Retail,15200,66000,56000,South France,Online,Multigrain,1000,5000,-0.6710526315789473
2023-07-01,South France,Retail,15200,66000,56000,South France,Membership,White,1700,8500,-0.4407894736842105
2023-07-01,South France,Retail,15200,66000,56000,South France,Membership,Brown,1500,7500,-0.506578947368421
2023-07-01,South France,Retail,15200,66000,56000,South France,Membership,Multigrain,1300,6500,-0.5723684210526315
2023-07-01,South France,Retail,15200,66000,56000,South France,Retail,White,3100,12400,-0.18421052631578946
2023-07-01,South France,Retail,15200,66000,56000,South France,Retail,Brown,2700,10800,-0.2894736842105263
2023-07-01,South France,Retail,15200,66000,56000,South France,Retail,Multigrain,2200,8800,-0.42105263157894735
2023-08-01,Paris,Online,15500,69000,59000,Paris,Online,White,2150,10750,-0.3064516129032258
2023-08-01,Paris,Online,15500,69000,59000,Paris,Online,Brown,1850,9250,-0.4032258064516129
2023-08-01,Paris,Online,15500,69000,59000,Paris,Online,Multigrain,1550,7750,-0.5
2023-08-01,Paris,Online,15500,69000,59000,Paris,Membership,White,2550,12750,-0.1774193548387097
2023-08-01,Paris,Online,15500,69000,59000,Paris,Membership,Brown,2250,11250,-0.27419354838709675
2023-08-01,Paris,Online,15500,69000,59000,Paris,Membership,Multigrain,1950,9750,-0.3709677419354839
2023-08-01,Paris,Online,15500,69000,59000,Paris,Retail,White,5200,20800,0.3419354838709677
2023-08-01,Paris,Online,15500,69000,59000,Paris,Retail,Brown,4500,18000,0.16129032258064516
2023-08-01,Paris,Online,15500,69000,59000,Paris,Retail,Multigrain,3700,14800,-0.04516129032258064
2023-08-01,Paris,Online,15500,69000,59000,South France,Online,White,1450,7250,-0.532258064516129
2023-08-01,Paris,Online,15500,69000,59000,South France,Online,Brown,1250,6250,-0.5967741935483871
2023-08-01,Paris,Online,15500,69000,59000,South France,Online,Multigrain,1050,5250,-0.6612903225806451
2023-08-01,Paris,Online,15500,69000,59000,South France,Membership,White,1750,8750,-0.43548387096774194
2023-08-01,Paris,Online,15500,69000,59000,South France,Membership,Brown,1550,7750,-0.5
2023-08-01,Paris,Online,15500,69000,59000,South France,Membership,Multigrain,1350,6750,-0.5645161290322581
2023-08-01,Paris,Online,15500,69000,59000,South France,Retail,White,3200,12800,-0.17419354838709677
2023-08-01,Paris,Online,15500,69000,59000,South France,Retail,Brown,2800,11200,-0.27741935483870966
2023-08-01,Paris,Online,15500,69000,59000,South France,Retail,Multigrain,2300,9200,-0.4064516129032258
2023-08-01,Paris,Membership,18500,74000,64000,Paris,Online,White,2150,10750,-0.4189189189189189
2023-08-01,Paris,Membership,18500,74000,64000,Paris,Online,Brown,1850,9250,-0.5
2023-08-01,Paris,Membership,18500,74000,64000,Paris,Online,Multigrain,1550,7750,-0.581081081081081
2023-08-01,Paris,Membership,18500,74000,64000,Paris,Membership,White,2550,12750,-0.3108108108108108
2023-08-01,Paris,Membership,18500,74000,64000,Paris,Membership,Brown,2250,11250,-0.3918918918918919
2023-08-01,Paris,Membership,18500,74000,64000,Paris,Membership,Multigrain,1950,9750,-0.47297297297297297
2023-08-01,Paris,Membership,18500,74000,64000,Paris,Retail,White,5200,20800,0.12432432432432433
2023-08-01,Paris,Membership,18500,74000,64000,Paris,Retail,Brown,4500,18000,-0.02702702702702703
2023-08-01,Paris,Membership,18500,74000,64000,Paris,Retail,Multigrain,3700,14800,-0.2
2023-08-01,Paris,Membership,18500,74000,64000,South France,Online,White,1450,7250,-0.6081081081081081
2023-08-01,Paris,Membership,18500,74000,64000,South France,Online,Brown,1250,6250,-0.6621621621621622
2023-08-01,Paris,Membership,18500,74000,64000,South France,Online,Multigrain,1050,5250,-0.7162162162162162
2023-08-01,Paris,Membership,18500,74000,64000,South France,Membership,White,1750,8750,-0.527027027027027
2023-08-01,Paris,Membership,18500,74000,64000,South France,Membership,Brown,1550,7750,-0.581081081081081
2023-08-01,Paris,Membership,18500,74000,64000,South France,Membership,Multigrain,1350,6750,-0.6351351351351351
2023-08-01,Paris,Membership,18500,74000,64000,South France,Retail,White,3200,12800,-0.3081081081081081
2023-08-01,Paris,Membership,18500,74000,64000,South France,Retail,Brown,2800,11200,-0.3945945945945946
2023-08-01,Paris,Membership,18500,74000,64000,South France,Retail,Multigrain,2300,9200,-0.5027027027027027
2023-08-01,Paris,Retail,23500,99000,84000,Paris,Online,White,2150,10750,-0.5425531914893617
2023-08-01,Paris,Retail,23500,99000,84000,Paris,Online,Brown,1850,9250,-0.6063829787234043
2023-08-01,Paris,Retail,23500,99000,84000,Paris,Online,Multigrain,1550,7750,-0.6702127659574468
2023-08-01,Paris,Retail,23500,99000,84000,Paris,Membership,White,2550,12750,-0.4574468085106383
2023-08-01,Paris,Retail,23500,99000,84000,Paris,Membership,Brown,2250,11250,-0.5212765957446809
2023-08-01,Paris,Retail,23500,99000,84000,Paris,Membership,Multigrain,1950,9750,-0.5851063829787234
2023-08-01,Paris,Retail,23500,99000,84000,Paris,Retail,White,5200,20800,-0.1148936170212766
2023-08-01,Paris,Retail,23500,99000,84000,Paris,Retail,Brown,4500,18000,-0.23404255319148937
2023-08-01,Paris,Retail,23500,99000,84000,Paris,Retail,Multigrain,3700,14800,-0.3702127659574468
2023-08-01,Paris,Retail,23500,99000,84000,South France,Online,White,1450,7250,-0.6914893617021277
2023-08-01,Paris,Retail,23500,99000,84000,South France,Online,Brown,1250,6250,-0.7340425531914894
2023-08-01,Paris,Retail,23500,99000,84000,South France,Online,Multigrain,1050,5250,-0.776595744680851
2023-08-01,Paris,Retail,23500,99000,84000,South France,Membership,White,1750,8750,-0.6276595744680851
2023-08-01,Paris,Retail,23500,99000,84000,South France,Membership,Brown,1550,7750,-0.6702127659574468
2023-08-01,Paris,Retail,23500,99000,84000,South France,Membership,Multigrain,1350,6750,-0.7127659574468085
2023-08-01,Paris,Retail,23500,99000,84000,South France,Retail,White,3200,12800,-0.4553191489361702
2023-08-01,Paris,Retail,23500,99000,84000,South France,Retail,Brown,2800,11200,-0.5234042553191489
2023-08-01,Paris,Retail,23500,99000,84000,South France,Retail,Multigrain,2300,9200,-0.6085106382978723
2023-08-01,South France,Online,9400,42000,37000,Paris,Online,White,2150,10750,0.14361702127659576
2023-08-01,South France,Online,9400,42000,37000,Paris,Online,Brown,1850,9250,-0.015957446808510637
2023-08-01,South France,Online,9400,42000,37000,Paris,Online,Multigrain,1550,7750,-0.17553191489361702
2023-08-01,South France,Online,9400,42000,37000,Paris,Membership,White,2550,12750,0.35638297872340424
2023-08-01,South France,Online,9400,42000,37000,Paris,Membership,Brown,2250,11250,0.19680851063829788
2023-08-01,South France,Online,9400,42000,37000,Paris,Membership,Multigrain,1950,9750,0.03723404255319149
2023-08-01,South France,Online,9400,42000,37000,Paris,Retail,White,5200,20800,1.2127659574468086
2023-08-01,South France,Online,9400,42000,37000,Paris,Retail,Brown,4500,18000,0.9148936170212766
2023-08-01,South France,Online,9400,42000,37000,Paris,Retail,Multigrain,3700,14800,0.574468085106383
2023-08-01,South France,Online,9400,42000,37000,South France,Online,White,1450,7250,-0.22872340425531915
2023-08-01,South France,Online,9400,42000,37000,South France,Online,Brown,1250,6250,-0.3351063829787234
2023-08-01,South France,Online,9400,42000,37000,South France,Online,Multigrain,1050,5250,-0.44148936170212766
2023-08-01,South France,Online,9400,42000,37000,South France,Membership,White,1750,8750,-0.06914893617021277
2023-08-01,South France,Online,9400,42000,37000,South France,Membership,Brown,1550,7750,-0.17553191489361702
2023-08-01,South France,Online,9400,42000,37000,South France,Membership,Multigrain,1350,6750,-0.28191489361702127
2023-08-01,South France,Online,9400,42000,37000,South France,Retail,White,3200,12800,0.3617021276595745
2023-08-01,South France,Online,9400,42000,37000,South France,Retail,Brown,2800,11200,0.19148936170212766
2023-08-01,South France,Online,9400,42000,37000,South France,Retail,Multigrain,2300,9200,-0.02127659574468085
2023-08-01,South France,Membership,11400,47000,42000,Paris,Online,White,2150,10750,-0.05701754385964912
2023-08-01,South France,Membership,11400,47000,42000,Paris,Online,Brown,1850,9250,-0.18859649122807018
2023-08-01,South France,Membership,11400,47000,42000,Paris,Online,Multigrain,1550,7750,-0.3201754385964912
2023-08-01,South France,Membership,11400,47000,42000,Paris,Membership,White,2550,12750,0.11842105263157894
2023-08-01,South France,Membership,11400,47000,42000,Paris,Membership,Brown,2250,11250,-0.013157894736842105
2023-08-01,South France,Membership,11400,47000,42000,Paris,Membership,Multigrain,1950,9750,-0.14473684210526316
2023-08-01,South France,Membership,11400,47000,42000,Paris,Retail,White,5200,20800,0.8245614035087719
2023-08-01,South France,Membership,11400,47000,42000,Paris,Retail,Brown,4500,18000,0.5789473684210527
2023-08-01,South France,Membership,11400,47000,42000,Paris,Retail,Multigrain,3700,14800,0.2982456140350877
2023-08-01,South France,Membership,11400,47000,42000,South France,Online,White,1450,7250,-0.36403508771929827
2023-08-01,South France,Membership,11400,47000,42000,South France,Online,Brown,1250,6250,-0.4517543859649123
2023-08-01,South France,Membership,11400,47000,42000,South France,Online,Multigrain,1050,5250,-0.5394736842105263
2023-08-01,South France,Membership,11400,47000,42000,South France,Membership,White,1750,8750,-0.2324561403508772
2023-08-01,South France,Membership,11400,47000,42000,South France,Membership,Brown,1550,7750,-0.3201754385964912
2023-08-01,South France,Membership,11400,47000,42000,South France,Membership,Multigrain,1350,6750,-0.40789473684210525
2023-08-01,South France,Membership,11400,47000,42000,South France,Retail,White,3200,12800,0.12280701754385964
2023-08-01,South France,Membership,11400,47000,42000,South France,Retail,Brown,2800,11200,-0.017543859649122806
2023-08-01,South France,Membership,11400,47000,42000,South France,Retail,Multigrain,2300,9200,-0.19298245614035087
